"ordinal","id","title","date","concepts","paperRoutes"
"1802","1e9a2d73-76de-5cbf-a63a-d14d2b6ba77b","大排场","2024-02-04","定义与达意;能力与学习;信用与信任;爱与回应;财富与市场;法律与秩序;权力与异议","03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1803","f2ce6676-3f8c-59fb-b482-fa6ee90a9854","宁十勿一","2024-02-03","能力与学习;责任与后果;成本与总账;信用与信任;净输出与不掠夺;照料与家庭;法律与秩序;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18"
"1804","488fb63c-6722-528e-9db2-a96a50ad1899","专业开源","2024-02-03","定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;照料与家庭;劳动与组织;财富与市场;生态与自然","02;03;04;05;06;07;09;10;12;13;14;16;17;18;25;32"
"1805","c9686772-04db-5c0a-8d1a-85ca7bb2c4b1","扫兴","2024-02-02","定义与达意;能力与学习;选择与自由;责任与后果;信用与信任;爱与回应;照料与家庭;财富与市场;技术与工程","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18;32;33"
"1806","c2c29675-e07e-5471-b137-07bbd421dea2","高铁俱乐部","2024-02-01","能力与学习;责任与后果;成本与总账;财富与市场;法律与秩序;权力与异议;技术与工程","02;03;07;08;10;12;13;17;18;32;33"
"1807","f1446e25-3cc8-5823-917f-4fe1991a4e72","犯属","2024-01-30","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;边界与许可;照料与家庭;劳动与组织;财富与市场;法律与秩序;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1808","75c9ecf1-8a00-53ec-ae3c-840b4e605145","性倒钩","2024-01-30","定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;法律与秩序;性别与身体","02;03;04;05;07;09;10;12;14;16;17;18"
"1809","1983552d-2f63-5297-971c-fa393e9d5d1d","不讲究","2024-01-30","事实与证据;能力与学习;选择与自由;成本与总账;边界与许可;文明与历史;生态与自然;心理与主体","02;03;05;07;08;09;10;11;12;13;14;15;16;17;18;25;31;32;33"
"1810","e3b4ba88-67b8-5949-84c7-01ea1994c121","不损人","2024-01-29","事实与证据;定义与达意;选择与自由;责任与后果;成本与总账;信用与信任;边界与许可;照料与家庭;宗教与自然法","02;03;04;05;06;07;08;09;10;11;12;14;16;17;18"
"1811","21606c4b-2a40-560a-a760-1146b3c6bc16","春雷","2024-01-29","责任与后果;劳动与组织;财富与市场;权力与异议;技术与工程;生态与自然","02;03;06;07;10;12;13;17;18;25;32;33"
"1812","0136c22b-903e-5f63-b352-06cec20e67c2","扁舟","2024-01-29","事实与证据;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;法律与秩序;心理与主体","02;03;04;05;07;08;09;10;12;14;16;17;18"
"1813","7f48392e-e760-5de0-bb4b-eb942decec3c","鸡娃仙子","2024-01-28","成本与总账;财富与市场;技术与工程;文明与历史","03;10;11;13;15;17;18;31;32;33"
"1814","335d23ed-6d1a-598c-8324-645e0a7b52a2","鲜廉寡耻","2024-01-27","事实与证据;能力与学习;选择与自由;文明与历史","02;07;08;09;11;13;15;16;17;18;31;32;33"
"1815","44eed4ed-9dce-5242-b20e-42f7bd5770a3","新支柱产业","2024-01-26","能力与学习;财富与市场;法律与秩序;技术与工程","03;07;08;10;12;13;17;18;32;33"
"1816","8896d126-ae7d-5c53-9487-3f28bc173626","工匠精神","2024-01-25","能力与学习;责任与后果;劳动与组织;文明与历史;民族与身份;心理与主体","02;03;06;08;10;11;12;13;14;15;17;18;27;31;32;33"
"1817","c09731c6-fc7d-5aaf-90a4-8be66fe3c22b","全自动生产线","2024-01-25","能力与学习;选择与自由;成本与总账;信用与信任;净输出与不掠夺;劳动与组织;技术与工程;文明与历史;人工智能与机器","02;03;05;06;07;08;10;11;12;13;15;16;17;18;28;29;31;32;33"
"1818","427f9c21-8b4a-5a75-9ea3-65429d3ea152","道喜","2024-01-24","事实与证据;定义与达意;能力与学习;责任与后果;爱与回应;净输出与不掠夺;照料与家庭","02;03;04;05;08;09;10;12;13;14;16;17;18"
"1819","76036c56-50bc-5e62-b949-2727af7b8226","标王","2024-01-23","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;技术与工程;心理与主体","02;03;07;08;09;10;12;13;14;16;17;18;32;33"
"1820","cd208847-a71f-56c3-80c3-5b1fad498c8d","勉强","2024-01-23","选择与自由;成本与总账;爱与回应;劳动与组织;技术与工程","02;03;04;05;06;07;10;13;14;16;17;18;32;33"
"1821","3ce7c0e8-3dc6-5355-bc38-49c4de88bfa3","香槟大厅","2024-01-23","定义与达意;能力与学习;选择与自由;成本与总账;边界与许可","02;03;05;07;08;09;10;12;13;16;17;18"
"1822","76637a5d-8fd5-5f07-b9e8-951adb1d4e8a","松烟","2024-01-22","事实与证据;文明与历史","08;09;11;13;15;17;31;32;33"
"1823","b3561d82-ce0d-5881-a062-dd9c7024ba49","跌打酒","2024-01-21","选择与自由;责任与后果;照料与家庭;财富与市场;技术与工程;心理与主体","02;03;04;05;07;08;10;12;13;14;16;17;18;32;33"
"1824","8f0ff3e0-cfe1-5cc0-8986-41217ded3fa6","龙门教","2024-01-21","能力与学习;选择与自由;爱与回应;财富与市场;文明与历史;民族与身份;心理与主体","02;03;04;05;07;08;10;11;12;13;14;15;16;17;18;27;31;32;33"
"1825","aa4eb633-1119-5fea-8c17-d40902505f6c","万金油","2024-01-20","成本与总账","03;10;18"
"1826","c715ef53-1e09-5c58-94ba-6c7ba4134fb5","强人所难","2024-01-19","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;照料与家庭;法律与秩序","02;03;04;05;06;07;08;10;12;13;14;16;18"
"1827","c2db6711-52f9-5b08-ac47-8b80c0d62034","缅甸停战","2024-01-18","事实与证据;能力与学习;选择与自由;净输出与不掠夺;文明与历史","02;03;05;07;08;09;11;13;15;16;17;18;31;32;33"
"1828","20df36bd-cf07-55c7-a4d2-ee7cb142daf2","自减重","2024-01-17","责任与后果;照料与家庭","02;03;04;05;10;12;14;16;18"
"1829","a14e4232-d5a7-5187-ab2b-51d40604089d","面向交接工作","2024-01-16","定义与达意;责任与后果;成本与总账;信用与信任;爱与回应;劳动与组织","02;03;04;05;06;09;10;12;13;14;16;17;18"
"1830","a18f0b5e-1692-533c-8665-e685b6622d61","面向自由追问","2024-01-16","定义与达意;能力与学习;选择与自由;劳动与组织;心理与主体","02;06;07;08;09;10;13;14;16;17;18"
"1831","7c7170b9-1fa5-59b5-a291-9b99a5f5aa23","富贵险","2024-01-15","能力与学习;选择与自由;成本与总账;文明与历史;心理与主体","02;03;07;08;10;11;13;14;15;16;17;18;31;32;33"
"1832","afa374bb-9752-5fdb-83ef-fa2f424d82ca","不礼貌","2024-01-14","事实与证据;能力与学习;选择与自由;责任与后果;爱与回应;劳动与组织;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1833","ab14c43c-e2b7-59c0-9207-5196afd7e654","实力为本","2024-01-14","能力与学习;成本与总账;信用与信任;心理与主体","03;06;08;10;12;13;14;17;18"
"1834","04bba6fe-60c8-5126-ac22-a8d52639dde8","始祖鸟","2024-01-14","选择与自由;财富与市场;心理与主体;性别与身体","02;03;05;07;08;10;13;14;16;17;18"
"1835","3acd63bb-425d-5ece-8908-e73660a9499c","非猎不食","2024-01-14","选择与自由;成本与总账;爱与回应;照料与家庭;劳动与组织;权力与异议;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18"
"1836","82e8edce-7b62-5289-ab24-0a271b268373","小飞棍","2024-01-14","能力与学习","08;13;18"
"1837","29128869-9dec-5778-a965-cdcb746c3014","好大羊","2024-01-13","事实与证据;定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;文明与历史;心理与主体;性别与身体","02;03;05;06;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"1838","00a6113a-2e9c-5546-9e1b-3924f1e90b56","闷鼓","2024-01-13","能力与学习;选择与自由;心理与主体","02;07;08;13;14;16;17;18"
"1839","d2e39201-c1e8-5e0c-9256-6133819f4fa0","欠债不欠恩","2024-01-11","定义与达意;责任与后果;成本与总账;净输出与不掠夺;边界与许可;照料与家庭;财富与市场;文明与历史","02;03;04;05;09;10;11;12;13;14;15;16;17;18;31;32;33"
"1840","be500387-4996-5312-afe9-91a86cd40965","见义勇为的福利","2024-01-11","能力与学习;选择与自由;成本与总账;信用与信任;心理与主体","02;03;06;07;08;10;12;13;14;16;17;18"
"1841","f2463988-6a48-5330-83b9-bcef4e8d8ae8","头上长角的人","2024-01-11","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;劳动与组织;心理与主体","02;03;06;07;08;09;10;12;13;14;16;17;18"
"1842","d35292fa-ad2b-5d95-aa6c-dbb86da57495","通胀义务","2024-01-10","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;财富与市场;法律与秩序;文明与历史","02;03;06;07;08;10;11;12;13;15;16;18;31;32;33"
"1843","28698584-ef0d-59b3-9ae0-104735054755","止争线","2024-01-09","能力与学习;选择与自由;成本与总账;净输出与不掠夺;边界与许可;照料与家庭;财富与市场","02;03;04;05;07;08;10;12;13;14;16;18"
"1844","78709cae-6e75-5bc2-9db3-c63e9e701ddf","拒之门外","2024-01-08","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可","02;03;04;05;06;07;08;10;12;13;14;16;18"
"1845","6e9ef755-a14e-5171-a8aa-f65812e0795e","猫","2024-01-08","能力与学习;责任与后果;成本与总账;生态与自然","02;03;08;10;12;13;18;25;32"
"1846","de3dc05b-6aa9-5ecd-a20e-f27bd54f0c10","观音快递","2024-01-07","定义与达意;能力与学习;选择与自由;责任与后果;净输出与不掠夺;法律与秩序;权力与异议","02;03;05;07;08;09;10;12;13;16;17;18"
"1847","22e2137d-1e71-5188-91ce-883098588d73","正门","2024-01-06","定义与达意;选择与自由;成本与总账;爱与回应;劳动与组织;财富与市场;心理与主体","02;03;04;05;06;07;08;09;10;13;14;16;17;18"
"1848","fdc229c3-ffdd-5fb5-9968-eebb629ebc52","被坚持的幼稚","2024-01-06","定义与达意;责任与后果;成本与总账;信用与信任;边界与许可;文明与历史","02;03;05;06;09;10;11;12;13;15;16;17;18;31;32;33"
"1849","4aaa1d23-42d7-5678-be90-b461b7128852","有争议的合法实践","2024-01-06","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;法律与秩序;权力与异议;技术与工程;文明与历史;心理与主体","02;03;05;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"1850","b9c8edb6-6b54-5b2a-8456-95a5c53d615e","Reason of Beauty","2024-01-05","定义与达意;能力与学习;选择与自由;权力与异议;性别与身体","02;03;05;07;08;09;12;13;14;16;17;18"
"1851","c59edb9f-8c6e-5940-9838-054f2064aee6","屠宰","2024-01-04","能力与学习;责任与后果;劳动与组织;技术与工程;生态与自然;性别与身体","02;03;05;06;08;10;12;13;14;16;17;18;25;32;33"
"1852","45f2482e-15d8-5289-8c1b-c99c079d9f54","猎人","2024-01-04","选择与自由;信用与信任;劳动与组织;权力与异议;心理与主体","02;03;06;07;08;10;12;13;14;16;17;18"
"1853","97cb678a-3a5e-5167-867a-f31c31a1b52f","武松们","2024-01-04","事实与证据;能力与学习;选择与自由;边界与许可;照料与家庭;法律与秩序;权力与异议","02;03;04;05;07;08;09;12;13;14;16;17;18"
"1854","decd7397-1bb1-5754-b234-161459260edf","以太主义","2024-01-04","事实与证据;能力与学习;选择与自由;成本与总账;照料与家庭;法律与秩序;权力与异议","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"1855","85b9259f-4006-5722-b7e0-e3f8bb0e57bd","IT装备解决方案","2024-01-03","能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;劳动与组织;财富与市场","02;03;05;06;07;08;10;12;13;16;18"
"1856","4e83eb5a-1b48-51ed-8290-5624f493196c","贱猫手","2024-01-03","责任与后果;成本与总账;生态与自然","02;03;10;12;13;18;25;32"
"1857","cfefd4a6-b3bb-5d12-80a6-a79cfe9d49cf","花与果","2024-01-02","定义与达意;能力与学习;权力与异议;文明与历史;心理与主体","03;07;08;09;11;12;13;14;15;17;18;31;32;33"
"1858","c6670ded-2264-5f09-a727-8387e6cdb774","绝对领域展开","2024-01-02","选择与自由;责任与后果;技术与工程;宗教与自然法","02;03;07;10;11;12;13;16;17;18;32;33"
"1859","964c1de1-d214-524a-9203-6c65d0b2be5f","邮政","2024-01-02","责任与后果;成本与总账;信用与信任;财富与市场;法律与秩序;生态与自然","02;03;06;07;10;12;13;18;25;32"
"1860","29d8dbc2-99a4-580d-ae02-5e1b362ed57c","打脸主义","2024-01-01","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;边界与许可;照料与家庭;技术与工程","02;03;04;05;06;07;08;10;12;13;14;16;17;18;32;33"
"1861","5d3f78dc-d867-58ee-956f-9ebe1d539bba","败相","2023-12-31","事实与证据;定义与达意;责任与后果;成本与总账;信用与信任;边界与许可;法律与秩序;技术与工程;文明与历史;心理与主体","02;03;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"1862","b1640e33-6e40-5923-abd2-27b0fb8d6a4e","大人参","2023-12-30","事实与证据;能力与学习;责任与后果;成本与总账;爱与回应;劳动与组织;财富与市场;法律与秩序;权力与异议;文明与历史","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"1863","621082e7-aff7-5156-bd2f-f1941ed0aeeb","公共垃圾桶","2023-12-30","定义与达意;能力与学习;责任与后果;成本与总账;财富与市场","02;03;08;09;10;12;13;17;18"
"1864","4c5db9c0-268b-53fa-91fa-0e1a37cd8bf0","买椟还珠","2023-12-30","定义与达意;能力与学习;选择与自由;责任与后果;边界与许可;照料与家庭;法律与秩序;权力与异议","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"1865","0d4b57f9-76ea-5bd0-82fb-aa71308f9c66","小鸡帽","2023-12-29","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;边界与许可;心理与主体","02;03;05;06;07;08;10;12;13;14;16;17;18"
"1866","5d69d569-b1d5-5351-8abe-cbd96bc45600","早恋2","2023-12-29","选择与自由;责任与后果;爱与回应;边界与许可;照料与家庭;法律与秩序;心理与主体","02;03;04;05;07;08;10;12;14;16;17;18"
"1867","a6ce8e89-8f72-5920-8cec-a662f6711a79","三花聚顶","2023-12-29","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;爱与回应;技术与工程","02;03;04;05;06;08;09;10;12;13;14;16;17;18;32;33"
"1868","f1298897-d133-5dba-8f4d-2123cb0e612b","早恋1","2023-12-28","事实与证据;能力与学习;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;法律与秩序;权力与异议;技术与工程","02;03;04;05;07;08;09;10;12;13;14;16;17;18;32;33"
"1869","26c8e725-ccda-5e4f-bced-fce907307ff9","X战警","2023-12-26","能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;权力与异议;技术与工程;宗教与自然法","02;03;04;05;07;08;10;11;12;13;14;16;17;18;32;33"
"1870","ff04684f-2a31-597c-9569-196876a63c80","无敌铁公鸡","2023-12-25","事实与证据;定义与达意;选择与自由;责任与后果;信用与信任;爱与回应;净输出与不掠夺;劳动与组织;财富与市场","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1871","295b75f7-e606-56df-897e-76ab80f60f8e","严肃活泼","2023-12-24","事实与证据;定义与达意;责任与后果;成本与总账;信用与信任;心理与主体","02;03;06;08;09;10;12;14;17;18"
"1872","9394d674-befb-5836-b4ba-021602c01480","扛不住军训的人","2023-12-24","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;照料与家庭;劳动与组织;生态与自然;心理与主体;性别与身体","02;03;04;05;06;08;09;10;12;13;14;16;17;18;25;32"
"1873","a623fb54-aaca-5b8b-9728-92023fa470d7","吃瓜","2023-12-24","定义与达意;能力与学习;责任与后果;成本与总账;爱与回应;财富与市场;法律与秩序;文明与历史;民族与身份","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;27;31;32;33"
"1874","acca4fc3-a939-5aba-a942-33fc168b0d5a","美国议员","2023-12-24","事实与证据;能力与学习;责任与后果;法律与秩序;权力与异议;技术与工程","02;03;07;08;09;10;12;13;17;18;32;33"
"1875","a58562a4-a778-5540-b0a4-984e884fc586","相亲难","2023-12-23","定义与达意;选择与自由;成本与总账;信用与信任;边界与许可;性别与身体","02;03;05;06;07;09;10;12;14;16;17;18"
"1876","cf467613-5c34-58a7-94e9-746b34627d5c","嫁祸","2023-12-23","定义与达意;选择与自由;责任与后果;照料与家庭;法律与秩序;权力与异议;文明与历史;性别与身体","02;03;04;05;07;09;10;11;12;13;14;15;16;17;18;31;32;33"
"1877","d24e1357-bc68-5c6b-b3db-14656d80de5b","志愿参战","2023-12-23","事实与证据;选择与自由;责任与后果;法律与秩序;文明与历史","02;03;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"1878","1c33583c-7991-53a9-b5ac-2cd3cc166498","支持渔夫的鱼","2023-12-22","能力与学习;选择与自由;成本与总账;财富与市场","02;03;07;08;10;13;16;18"
"1879","dbe761df-b810-5878-adab-abb098be23b4","所谓消费","2023-12-20","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;劳动与组织;财富与市场;权力与异议;技术与工程;文明与历史;性别与身体","02;03;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"1880","f58456c0-4496-50b1-a139-d7c62fde025f","负智慧","2023-12-18","事实与证据;定义与达意;责任与后果;成本与总账;信用与信任;边界与许可;照料与家庭;劳动与组织;法律与秩序;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1881","d4e5bd07-5688-588a-b786-fc9620c9609a","代糖","2023-12-18","事实与证据;定义与达意;选择与自由;成本与总账;净输出与不掠夺;边界与许可;心理与主体;宗教与自然法","02;03;05;07;08;09;10;11;12;14;16;17;18"
"1882","8a9eed4f-6430-50f0-b503-3f53db45eaf2","般若波罗蜜","2023-12-17","事实与证据;定义与达意;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;劳动与组织;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1883","0b17f32e-e171-5888-9b3d-d5b1c7d3dca9","德雷克医生","2023-12-17","事实与证据;定义与达意;能力与学习;责任与后果;劳动与组织;财富与市场;心理与主体","02;03;06;08;09;10;12;13;14;17;18"
"1884","8a0eafae-6701-5a61-85e7-ad80625ccd26","向钱看","2023-12-16","事实与证据;能力与学习;选择与自由;爱与回应;照料与家庭;文明与历史","02;04;05;07;08;09;11;13;14;15;16;17;18;31;32;33"
"1885","f651d0b4-e3a5-5b4f-8e86-1bc9b5e98a82","师生一场","2023-12-15","定义与达意;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;净输出与不掠夺;边界与许可;照料与家庭;法律与秩序;权力与异议;心理与主体","02;03;04;05;06;07;08;09;10;12;14;16;17;18"
"1886","93d924a5-2867-5704-a190-8718c2c3b109","No Soup For You","2023-12-14","能力与学习;选择与自由;责任与后果;劳动与组织;财富与市场;法律与秩序;权力与异议","02;03;06;07;08;10;12;13;16;18"
"1887","451d52bb-bb6a-5d80-937b-1bcdc1b2ba20","押错宝和下错注","2023-12-14","事实与证据;能力与学习;责任与后果;成本与总账;信用与信任;权力与异议;心理与主体","02;03;06;07;08;09;10;12;13;14;17;18"
"1888","d21163c9-0933-583f-a850-404236cad667","好困难","2023-12-12","定义与达意;能力与学习;选择与自由;成本与总账;爱与回应;劳动与组织;技术与工程;心理与主体","02;03;04;05;06;07;08;09;10;13;14;16;17;18;32;33"
"1889","aa902c5a-bb97-51b8-884c-f314d4116071","非学术问题","2023-12-10","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;信用与信任;爱与回应;照料与家庭;法律与秩序;权力与异议;技术与工程;民族与身份;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18;27;31;32;33"
"1890","8a3adbba-acb1-5edb-99a9-8ed7264642e3","中山靖王之后","2023-12-10","事实与证据;能力与学习;选择与自由;成本与总账;财富与市场;技术与工程;文明与历史;民族与身份","02;03;07;08;09;10;11;12;13;15;16;17;18;27;31;32;33"
"1891","6a41129a-80a4-5d7a-bd80-bacac4cc24c9","放养","2023-12-08","能力与学习;责任与后果;成本与总账;照料与家庭;劳动与组织;技术与工程;文明与历史;宗教与自然法","02;03;04;05;06;07;08;10;11;12;13;14;15;16;17;18;31;32;33"
"1892","35afb6b4-49a3-516c-b631-f6a2624f31fe","颈椎","2023-12-08","能力与学习;责任与后果;劳动与组织;文明与历史;性别与身体","02;03;05;06;08;10;11;12;13;14;15;16;18;31;32;33"
"1893","2b459ce0-f604-532e-876c-12c3c6ed9a54","介错","2023-12-07","选择与自由;责任与后果;文明与历史;心理与主体","02;03;07;08;10;11;12;13;14;15;16;17;18;31;32;33"
"1894","0fc41717-d1dd-5325-a03a-a5383376b8df","无所畏","2023-12-07","事实与证据;爱与回应;边界与许可;权力与异议;心理与主体","03;04;05;07;08;09;12;14;16;17;18"
"1895","392ad757-b057-5217-ae5f-959c9dacc658","交强险","2023-12-06","选择与自由;责任与后果;成本与总账;净输出与不掠夺;边界与许可;照料与家庭;财富与市场;法律与秩序;技术与工程;性别与身体","02;03;04;05;07;10;12;13;14;16;17;18;32;33"
"1896","cbc1a2c7-7233-5e7d-aa31-e7b7423ac7c3","Deal","2023-12-06","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;财富与市场;权力与异议;心理与主体","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"1897","060976b2-2315-5641-8694-795b3fba75f0","有条理","2023-12-04","定义与达意;能力与学习;成本与总账;信用与信任;边界与许可;劳动与组织;法律与秩序","03;05;06;07;08;09;10;12;13;16;17;18"
"1898","43955542-b41b-531d-a3c8-899d9136fc44","片刻欢愉","2023-12-04","定义与达意;责任与后果;成本与总账;信用与信任;心理与主体","02;03;06;08;09;10;12;14;17;18"
"1899","8336802b-9c26-5f02-804f-23fb95668e07","地狱的门锁","2023-12-03","能力与学习;选择与自由;责任与后果;照料与家庭;劳动与组织;权力与异议;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18"
"1900","47bcd7a7-d302-5847-a1cb-9e5fa51efec8","狂热的自恋投射","2023-12-02","定义与达意;能力与学习;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;权力与异议;文明与历史;生态与自然;心理与主体","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;25;31;32;33"
"1901","1aaa2ef5-6395-561f-b61e-8a69af24fc4a","落草为王","2023-12-02","定义与达意;能力与学习;责任与后果;边界与许可;劳动与组织;权力与异议;技术与工程;人工智能与机器","02;03;05;06;07;08;09;10;12;13;16;17;18;28;29;32;33"
"1902","f29a2cf6-f2d6-5dc5-a92b-a5f1ec0453ba","童子功","2023-11-30","事实与证据;定义与达意;能力与学习;成本与总账;照料与家庭;财富与市场;心理与主体;性别与身体","03;04;05;08;09;10;13;14;16;17;18"
"1903","e5dd0424-f1f0-5874-aab9-f9a4dd7fed75","不贰过","2023-11-30","能力与学习;选择与自由;责任与后果;成本与总账;净输出与不掠夺;财富与市场;心理与主体","02;03;05;07;08;10;12;13;14;16;17;18"
"1904","62358c68-0606-592e-86ae-864a355873d5","我我我","2023-11-28","定义与达意;能力与学习;选择与自由;成本与总账;信用与信任;照料与家庭;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1905","90fcc84f-7e5d-52e3-a3f0-964e713fe84f","铁尺","2023-11-28","能力与学习;选择与自由;责任与后果;成本与总账;劳动与组织;财富与市场;技术与工程;文明与历史","02;03;06;07;08;10;11;12;13;15;16;17;18;31;32;33"
"1906","3a690cdd-9253-578f-b98c-af9defb891d0","置身事外","2023-11-28","能力与学习;成本与总账;边界与许可;劳动与组织;财富与市场;法律与秩序","03;05;06;07;08;10;12;13;16;18"
"1907","fabb825b-07d6-5b2b-8a27-98b1489b9d8a","小婉","2023-11-27","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;照料与家庭;劳动与组织;权力与异议;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1908","74270637-dcdb-5803-b736-6b348761ee5b","悬梁刺股","2023-11-27","能力与学习;成本与总账;信用与信任;财富与市场;心理与主体","03;06;08;10;12;13;14;17;18"
"1909","51c8d5ab-1407-5589-9ec4-96750e135a97","龙王丸","2023-11-26","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;劳动与组织;权力与异议","02;03;05;06;07;08;09;10;12;13;16;17;18"
"1910","d3e73ed7-7708-5b7f-90f7-88fba1dbae4b","德国品牌","2023-11-26","能力与学习;成本与总账;财富与市场;法律与秩序;技术与工程;文明与历史;民族与身份;生态与自然","03;07;08;10;11;12;13;15;17;18;25;27;31;32;33"
"1911","e2508bf1-e953-57ac-9ceb-6ebbc805b111","锅气","2023-11-26","能力与学习;责任与后果;成本与总账;照料与家庭;劳动与组织;财富与市场;权力与异议;文明与历史","02;03;04;05;06;07;08;10;11;12;13;14;15;16;18;31;32;33"
"1912","0ad326b2-91ab-5f29-a8dd-f7527bfd3049","不喜欢我的","2023-11-25","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;劳动与组织;权力与异议;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1913","0c555d5e-48a4-5999-a5df-4fab8f37f798","向输家学习","2023-11-25","事实与证据;能力与学习;成本与总账;法律与秩序;权力与异议;技术与工程;文明与历史;民族与身份;心理与主体","03;07;08;09;10;11;12;13;14;15;17;18;27;31;32;33"
"1914","d29eac9e-9469-5c5a-b7a0-7a824deeb226","应付检查","2023-11-25","事实与证据;能力与学习;责任与后果;成本与总账;信用与信任;劳动与组织","02;03;06;08;09;10;12;13;17;18"
"1915","16bf7a3d-3913-512d-aede-8ced7c9d1f94","大义献亲","2023-11-23","能力与学习;选择与自由;责任与后果;成本与总账;净输出与不掠夺;边界与许可;照料与家庭;权力与异议;性别与身体","02;03;04;05;07;08;10;12;13;14;16;18"
"1916","ea58764c-88a8-5635-a49e-fcaa3ec76513","ai的权利","2023-11-23","能力与学习;选择与自由;成本与总账;边界与许可;法律与秩序;技术与工程;文明与历史;民族与身份;宗教与自然法","02;03;05;07;08;10;11;12;13;15;16;17;18;27;31;32;33"
"1917","8180a40c-a370-579d-9863-4b7003ad19d8","此站不停","2023-11-22","事实与证据;能力与学习;选择与自由;成本与总账;劳动与组织;财富与市场;技术与工程;文明与历史","02;03;06;07;08;09;10;11;13;15;16;17;18;31;32;33"
"1918","5f1d6b7b-167f-5b4e-9a34-96ccf51f837a","倾听","2023-11-22","事实与证据;定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;劳动与组织","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"1919","24745618-afa7-5536-a211-6f4d8830ec53","股东打工","2023-11-19","定义与达意;能力与学习;成本与总账;劳动与组织;财富与市场;法律与秩序;权力与异议","03;06;07;08;09;10;12;13;17;18"
"1920","e17d0ac6-dee2-5693-b95a-0913c57f0871","不两立","2023-11-19","事实与证据;能力与学习;成本与总账;财富与市场;权力与异议;技术与工程;文明与历史;生态与自然","03;07;08;09;10;11;12;13;15;17;18;25;31;32;33"
"1921","5dde82c4-6952-585c-8d11-475246ce3cc8","胡思乱想","2023-11-19","定义与达意;能力与学习;成本与总账;劳动与组织;技术与工程","03;06;08;09;10;13;17;18;32;33"
